name	type	units	low_cutoff	high_cutoff	description	sampling_frequency	status	status_description
F3	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
F1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Fz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
F2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
F4	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FFC5h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FFC3h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FFC1h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FFC2h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FFC4h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FFC6h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FC5	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FC3	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FC1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FC2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FC4	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FC6	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FTT7h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCC5h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCC3h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCC1h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCC2h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCC4h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FCC6h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
FTT8h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
C5	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
C3	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
C1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Cz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
C2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
C4	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
C6	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
TTP7h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CCP5h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CCP3h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CCP1h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CCP2h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CCP4h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CCP6h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
TTP8h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CP5	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CP3	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CP1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CP2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CP4	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CP6	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPP5h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPP3h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPP1h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPP2h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPP4h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
CPP6h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P3	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P1	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
Pz	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P2	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
P4	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
PPO1h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
PPO2h	EEG	V	0.0	256.0	ElectroEncephaloGram	512.0	good	n/a
