filename	acq_time
eeg/sub-12_ses-1imagination_task-imagery_run-0_eeg.bdf	2015-08-13T11:39:54.999998Z
eeg/sub-12_ses-1imagination_task-imagery_run-1_eeg.bdf	2015-08-13T11:46:36.999990Z
eeg/sub-12_ses-1imagination_task-imagery_run-2_eeg.bdf	2015-08-13T11:52:18.999986Z
eeg/sub-12_ses-1imagination_task-imagery_run-3_eeg.bdf	2015-08-13T11:58:05.000000Z
eeg/sub-12_ses-1imagination_task-imagery_run-4_eeg.bdf	2015-08-13T12:03:47.999990Z
eeg/sub-12_ses-1imagination_task-imagery_run-5_eeg.bdf	2015-08-13T12:18:14.999995Z
eeg/sub-12_ses-1imagination_task-imagery_run-6_eeg.bdf	2015-08-13T12:24:00.999989Z
eeg/sub-12_ses-1imagination_task-imagery_run-7_eeg.bdf	2015-08-13T12:29:43.000005Z
eeg/sub-12_ses-1imagination_task-imagery_run-8_eeg.bdf	2015-08-13T12:35:32.000003Z
eeg/sub-12_ses-1imagination_task-imagery_run-9_eeg.bdf	2015-08-13T12:41:15.999988Z
