name	x	y	z	material
F3	-0.05180904586237076	0.0866879023191724	0.07871409302883829	active
F1	-0.029043954610346055	0.09144847919912263	0.09661865029442487	active
Fz	-0.0012292786120998045	0.09327445212894306	0.10263929347682083	active
F2	0.027967905749604307	0.09186996396743785	0.09577991837531719	active
F4	0.05027427028109521	0.087438385860065	0.07727065434234637	active
FFC5h	-0.06686352902653826	0.06974264688115664	0.0736205015239651	active
FFC3h	-0.04601500527828572	0.07544213075725455	0.09888008108819515	active
FFC1h	-0.017015664641201713	0.07913770190235228	0.11468231231471909	active
FFC2h	0.016001547616055014	0.07941961071189865	0.1147658118654386	active
FFC4h	0.04425027043820236	0.07592116094383365	0.0977899684341279	active
FFC6h	0.06550633508622243	0.07059310888541681	0.07269611494300957	active
FC5	-0.07890598380592659	0.051367389393278916	0.06296234793922344	active
FC3	-0.06185234453174111	0.057133289447271314	0.09376582882952603	active
FC1	-0.03571586782937188	0.06171406221864098	0.11798301537735789	active
FCz	-0.0012714337533993952	0.06345979225353343	0.12657198384237547	active
FC2	0.03313097492028421	0.06182848393513826	0.11678169813445863	active
FC4	0.060625474352247244	0.05770741653090674	0.09379461804488445	active
FC6	0.07784661183611408	0.05209880614588322	0.062867106289257	active
FTT7h	-0.08411254379252445	0.032698101700277635	0.04811574231585128	active
FCC5h	-0.07642982151993696	0.03822199304830107	0.08458791622300095	active
FCC3h	-0.0527727896179586	0.04265327086193818	0.11344851959804028	active
FCC1h	-0.01993062088877446	0.0454781516627349	0.1314628273525791	active
FCC2h	0.01707549620158059	0.04544529289895166	0.13048864783787642	active
FCC4h	0.05016458853394461	0.04285739803535077	0.112544712111139	active
FCC6h	0.07526689570598781	0.03871549314945108	0.08457229610024014	active
FTT8h	0.08213336607667862	0.03321984990833337	0.04797438121058732	active
C5	-0.08208530618179086	0.019293632972432445	0.0694896677281912	active
C3	-0.06714873038365092	0.023358234962598565	0.10451068106025274	active
C1	-0.037937831285299435	0.026337454328592032	0.12977060888830635	active
Cz	-0.0013741408533525957	0.027617093717945417	0.1401994941744	active
C2	0.035892709469692044	0.026358135962367156	0.12841234097161527	active
C4	0.06532887326785189	0.02357310071942504	0.10369243420048097	active
C6	0.08165316193008805	0.01969565410623155	0.06948180710557077	active
TTP7h	-0.08743382763076256	0.001450947096985445	0.052466791823359143	active
CCP5h	-0.07826500515009983	0.00447032637524759	0.09041886017275635	active
CCP3h	-0.054776942482438994	0.00697069591999255	0.12140925437600886	active
CCP1h	-0.02019746709119033	0.008445162560540394	0.13926342252024768	active
CCP2h	0.018376896812080604	0.00847873237248152	0.13920563496069432	active
CCP4h	0.05326625480005486	0.007114711404477392	0.12154949436121229	active
CCP6h	0.07714973999287478	0.00468389788303818	0.09078695571233883	active
TTP8h	0.08413297893510956	0.0016530588320886296	0.05251576071874166	active
CP5	-0.0815135185591705	-0.013345688457798027	0.07313262712367748	active
CP3	-0.06547224097149225	-0.011896599111525148	0.10777792004227077	active
CP1	-0.03742513286802655	-0.010824235244308918	0.13344371157184573	active
CPz	-0.0015249123600369623	-0.010518376261361682	0.1415491439763013	active
CP2	0.0364719521247076	-0.010903793865136614	0.13281227263122153	active
CP4	0.0646962476012671	-0.011991179362648905	0.10771287092399104	active
CP6	0.08140110027360135	-0.01346204793715924	0.07336367003861735	active
CPP5h	-0.07009163305768844	-0.02886089104879116	0.09033949023032642	active
CPP3h	-0.048891196141232406	-0.0290616364656601	0.11843565567870137	active
CPP1h	-0.017797415505189155	-0.029181353979045335	0.13432965497085517	active
CPP2h	0.017442629991115784	-0.029231560207394685	0.13556836528857327	active
CPP4h	0.04869709671777456	-0.029153328922719508	0.11925644720961329	active
CPP6h	0.06911974732660886	-0.029002013731341616	0.09039544366284677	active
P3	-0.05503823925315043	-0.04421030104524479	0.09990897692201317	active
P1	-0.030653624162682504	-0.04492738508964679	0.11947204537971742	active
Pz	-0.0017094524972804195	-0.04521299319629392	0.12667292418210063	active
P2	0.029886386222411618	-0.04503254404940618	0.12074781507025559	active
P4	0.053636008012841616	-0.044334525348021875	0.10051602773215543	active
PPO1h	-0.014125748545158825	-0.05761106432779896	0.11024412354708296	active
PPO2h	0.01184407097552229	-0.057708308283456786	0.11169671363776598	active
